Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rate,Critic_score,Critic_positive_reviews,Critic_mixed_reviews,Critic_negative_reviews,User_score,User_positive_reviews,User_mixed_reviews,User_negative_reviews,Type
NBA Live 2001,PS,2000.0,Sports,Electronic Arts,0.7,0.47,0.0,0.08,1.25,EA Sports,E,86.0,9.0,1.0,0.0,7.2,4.0,6.0,0.0,Salon
Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,0.49,0.0,0.01,0.75,1.25,LucasArts,T,68.0,1.0,6.0,0.0,7.9,36.0,23.0,3.0,Salon
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,Ubisoft Montreal,M,86.0,31.0,1.0,0.0,7.3,28.0,17.0,7.0,Salon
Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25,NetherRealm Studios,T,78.0,29.0,8.0,0.0,7.8,239.0,68.0,25.0,Salon
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25,Genius Sonority Inc.,E,64.0,7.0,18.0,2.0,8.2,128.0,32.0,11.0,Salon
Black,PS2,2006.0,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25,Criterion Games,M,79.0,48.0,13.0,1.0,8.6,186.0,29.0,7.0,Salon
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.19,0.05,0.0,0.0,1.25,Chris Sawyer,E,74.0,12.0,10.0,0.0,8.8,123.0,18.0,2.0,Salon
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,0.61,0.48,0.0,0.16,1.25,Core Design Ltd.,T,52.0,6.0,16.0,15.0,6.9,45.0,43.0,18.0,Salon
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,0.52,0.56,0.0,0.17,1.25,Ubisoft Shanghai,T,87.0,41.0,4.0,0.0,7.9,30.0,12.0,3.0,Salon
Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24,Insomniac Games,T,81.0,42.0,8.0,1.0,8.5,178.0,38.0,4.0,Salon
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24,Snowblind Studios,T,87.0,27.0,2.0,0.0,8.4,118.0,20.0,6.0,Salon
Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24,Bandai Namco Games,T,78.0,48.0,17.0,0.0,8.5,416.0,48.0,35.0,Salon
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.1,0.04,0.0,0.1,1.24,Rare Ltd.,E,63.0,6.0,28.0,5.0,6.7,12.0,10.0,4.0,Portable
[Prototype],PS3,2009.0,Action,Activision,0.65,0.41,0.0,0.19,1.24,Radical Entertainment,M,79.0,40.0,13.0,0.0,6.8,79.0,80.0,26.0,Salon
Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24,Griptonite Games,M,63.0,7.0,29.0,2.0,6.8,57.0,77.0,18.0,Portable
Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,0.75,0.44,0.0,0.06,1.24,Oddworld Inhabitants,T,85.0,9.0,1.0,0.0,8.7,174.0,19.0,6.0,Salon
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Namco Bandai Games,0.66,0.47,0.0,0.11,1.24,CD Projekt Red Studio,M,91.0,13.0,0.0,0.0,8.8,2400.0,106.0,282.0,Salon
Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24,Namco,E,78.0,13.0,7.0,0.0,7.9,10.0,0.0,3.0,Salon
WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,THQ,0.69,0.0,0.0,0.55,1.24,Yuke's,T,78.0,6.0,3.0,0.0,7.2,19.0,17.0,3.0,Salon
Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,0.82,0.38,0.0,0.04,1.24,Double Helix Games,T,61.0,13.0,23.0,8.0,7.9,28.0,17.0,0.0,Salon
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,Electronic Arts,E,82.0,48.0,8.0,0.0,7.6,41.0,15.0,6.0,Salon
Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,Team Ninja,M,91.0,86.0,2.0,1.0,8.8,91.0,3.0,6.0,Salon
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,0.59,0.57,0.0,0.07,1.23,Traveller's Tales,E,70.0,4.0,12.0,0.0,7.5,36.0,6.0,9.0,Salon
Driv3r,PS2,2004.0,Racing,Atari,0.6,0.47,0.0,0.16,1.23,Reflections Interactive,M,57.0,7.0,33.0,11.0,5.1,27.0,19.0,34.0,Salon
Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.0,0.14,0.0,0.1,1.23,Neversoft Entertainment,T,70.0,19.0,39.0,1.0,6.3,12.0,14.0,8.0,Salon
Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23,Electronic Arts,T,75.0,9.0,7.0,0.0,7.5,26.0,17.0,3.0,Salon
Bayonetta,PS3,2009.0,Action,Sega,0.44,0.41,0.21,0.17,1.23,PlatinumGames,M,87.0,49.0,5.0,0.0,7.7,284.0,80.0,45.0,Salon
"WarioWare, Inc.: Mega MicroGame$",GBA,2003.0,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23,Nintendo,E,89.0,32.0,3.0,0.0,8.5,68.0,13.0,1.0,Portable
Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23,Pandemic Studios,T,69.0,8.0,13.0,1.0,7.9,36.0,27.0,1.0,Portable
Madden NFL 17,PS4,2016.0,Sports,Electronic Arts,0.92,0.08,0.0,0.23,1.23,EA Sports,E,82.0,33.0,2.0,0.0,4.2,46.0,35.0,95.0,Salon
Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,0.72,0.38,0.0,0.12,1.23,EA LA,E,85.0,57.0,4.0,0.0,6.4,27.0,15.0,11.0,Salon
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.5,0.63,0.0,0.1,1.23,Bethesda Game Studios,M,84.0,30.0,8.0,0.0,5.7,4100.0,2000.0,3500.0,Salon
The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,0.45,0.64,0.0,0.14,1.23,Maxis,T,73.0,14.0,4.0,1.0,7.9,8.0,2.0,1.0,Salon
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0.0,0.2,1.22,TT Games,E10+,81.0,25.0,3.0,0.0,8.0,101.0,19.0,12.0,Salon
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22,CyberConnect2,T,76.0,19.0,15.0,0.0,8.2,184.0,40.0,13.0,Salon
Mario Power Tennis,GC,2004.0,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,Camelot Software Planning,E,80.0,37.0,6.0,0.0,8.2,58.0,18.0,1.0,Salon
F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22,Codemasters,E,82.0,34.0,2.0,0.0,7.2,34.0,20.0,7.0,Salon
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22,Camelot Software Planning,E,86.0,26.0,3.0,0.0,8.7,155.0,7.0,16.0,Portable
Max Payne,XB,2001.0,Shooter,Take-Two Interactive,0.98,0.19,0.0,0.05,1.22,Remedy Entertainment,M,89.0,24.0,0.0,0.0,8.3,55.0,7.0,5.0,Salon
NBA 2K2,PS2,2002.0,Sports,Sega,0.59,0.46,0.01,0.15,1.22,Visual Concepts,E,89.0,18.0,1.0,0.0,8.0,5.0,3.0,0.0,Salon
NASCAR Thunder 2003,PS2,2002.0,Racing,EA Sports,0.6,0.46,0.0,0.16,1.22,EA Sports,E,84.0,15.0,1.0,0.0,7.8,10.0,4.0,2.0,Salon
Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,0.93,0.24,0.0,0.04,1.21,Blitz Games,E,70.0,13.0,13.0,2.0,7.3,12.0,8.0,3.0,Salon
Call of Duty: Finest Hour,XB,2004.0,Shooter,Activision,0.78,0.4,0.0,0.04,1.21,Spark Unlimited,T,73.0,27.0,28.0,0.0,6.7,12.0,11.0,6.0,Salon
FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21,EA Sports,E,68.0,2.0,3.0,1.0,5.6,4.0,3.0,3.0,Portable
Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.03,0.14,0.0,0.04,1.21,Sucker Punch,E,86.0,39.0,2.0,0.0,8.5,300.0,61.0,6.0,Salon
LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action,Activision,0.66,0.43,0.0,0.12,1.21,Traveller's Tales,E10+,59.0,0.0,4.0,0.0,5.4,3.0,3.0,3.0,Portable
Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21,Capcom,M,86.0,12.0,1.0,0.0,9.0,389.0,25.0,22.0,Salon
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21,EA Black Box,E,83.0,21.0,3.0,0.0,7.3,32.0,2.0,7.0,Salon
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games,0.59,0.46,0.0,0.15,1.2,WXP,T,59.0,2.0,13.0,4.0,5.5,9.0,12.0,10.0,Salon
LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.49,0.0,0.2,1.2,Traveller's Tales,E10+,76.0,21.0,15.0,0.0,7.6,38.0,17.0,4.0,Salon
ATV Offroad Fury 3,PS2,2004.0,Racing,SouthPeak Games,1.0,0.04,0.0,0.16,1.2,Climax Studios,E,78.0,25.0,12.0,0.0,6.8,6.0,3.0,3.0,Salon
Pikmin 2,GC,2004.0,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2,Nintendo,E,90.0,53.0,1.0,0.0,9.0,245.0,19.0,9.0,Salon
Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2,Visceral Games,M,71.0,9.0,18.0,0.0,5.4,129.0,103.0,137.0,Salon
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.19,1.2,Yuke's,T,73.0,32.0,12.0,3.0,7.3,194.0,45.0,54.0,Salon
Enter the Matrix,XB,2003.0,Action,Atari,0.72,0.43,0.01,0.04,1.2,Shiny Entertainment,T,65.0,12.0,14.0,7.0,8.0,13.0,5.0,1.0,Salon
NHL 2002,PS2,2001.0,Sports,Electronic Arts,0.59,0.46,0.0,0.15,1.2,EA Sports,E,92.0,22.0,0.0,0.0,7.7,11.0,4.0,2.0,Salon
Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,Nintendo Software Technology,E,76.0,18.0,14.0,0.0,7.3,11.0,10.0,2.0,Portable
One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2,Omega Force,T,64.0,10.0,21.0,2.0,7.3,42.0,23.0,9.0,Salon
WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.49,0.0,0.21,1.19,Yuke's,T,74.0,15.0,6.0,1.0,7.6,102.0,31.0,21.0,Salon
Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19,Kojima Productions,M,87.0,49.0,5.0,0.0,7.7,103.0,40.0,14.0,Portable
Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19,Nintendo EAD Tokyo,E,81.0,67.0,11.0,0.0,8.6,445.0,47.0,25.0,Portable
WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,0.45,0.47,0.0,0.28,1.19,Yuke's,T,68.0,2.0,9.0,0.0,7.5,8.0,4.0,1.0,Portable
The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,Radical Entertainment,T,55.0,2.0,8.0,4.0,6.7,2.0,2.0,2.0,Portable
Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19,Konami,E,83.0,17.0,2.0,0.0,4.7,1.0,3.0,3.0,Salon
Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega,0.18,0.64,0.27,0.1,1.19,Sega Sports R&D,E,66.0,5.0,22.0,1.0,6.5,21.0,14.0,12.0,Portable
Scarface: The World is Yours,PS2,2006.0,Action,Vivendi Games,0.99,0.04,0.0,0.16,1.19,Radical Entertainment,M,75.0,32.0,13.0,1.0,8.6,95.0,14.0,4.0,Salon
Hitman 2: Silent Assassin,XB,2002.0,Action,Eidos Interactive,0.76,0.38,0.0,0.05,1.19,Io Interactive,M,84.0,20.0,3.0,0.0,7.8,50.0,15.0,4.0,Salon
FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19,EA Canada,E,88.0,22.0,0.0,0.0,5.8,169.0,79.0,115.0,Salon
Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19,Treyarch,E,76.0,7.0,7.0,0.0,7.2,7.0,12.0,1.0,Salon
Final Fantasy I & II: Dawn of Souls,GBA,2004.0,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19,TOSE,E,79.0,28.0,11.0,1.0,8.1,56.0,21.0,2.0,Portable
NBA 2K17,PS4,2016.0,Sports,Take-Two Interactive,0.83,0.14,0.0,0.22,1.19,Visual Concepts,E,88.0,47.0,0.0,0.0,6.4,180.0,77.0,84.0,Salon
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19,Spike Chunsoft,E,69.0,18.0,24.0,2.0,8.2,278.0,44.0,39.0,Portable
Just Dance 4,X360,2012.0,Misc,Ubisoft,0.9,0.2,0.0,0.08,1.19,Ubisoft,E10+,77.0,15.0,8.0,0.0,7.8,28.0,10.0,5.0,Salon
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.25,0.36,0.1,1.18,Slant Six,M,52.0,1.0,18.0,17.0,4.9,83.0,77.0,132.0,Salon
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,0.4,0.49,0.0,0.29,1.18,Traveller's Tales,E10+,76.0,5.0,3.0,0.0,7.3,11.0,1.0,3.0,Portable
Shenmue,DC,1999.0,Adventure,Sega,0.52,0.24,0.38,0.04,1.18,Sega AM2,T,88.0,9.0,0.0,0.0,9.0,324.0,9.0,27.0,Salon
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision,0.85,0.31,0.0,0.02,1.18,Neversoft Entertainment,T,95.0,16.0,0.0,0.0,6.6,22.0,8.0,10.0,Portable
WWE '12,PS3,2011.0,Fighting,THQ,0.53,0.46,0.02,0.17,1.18,Yuke's,T,72.0,14.0,13.0,1.0,6.8,44.0,38.0,13.0,Salon
WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,THQ,0.48,0.49,0.01,0.2,1.18,Yuke's,T,81.0,32.0,6.0,0.0,7.9,33.0,17.0,2.0,Salon
Plants vs. Zombies,DS,2011.0,Strategy,Mastertronic,0.95,0.15,0.0,0.08,1.18,PopCap,E10+,81.0,20.0,3.0,0.0,8.3,40.0,7.0,5.0,Portable
Sonic the Hedgehog,PS3,2007.0,Platform,Sega,0.41,0.07,0.04,0.66,1.18,Sonic Team,E10+,43.0,0.0,4.0,13.0,4.7,90.0,64.0,161.0,Salon
Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.09,1.17,Maxis,E10+,84.0,62.0,13.0,0.0,7.4,567.0,347.0,126.0,Salon
Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,Ubisoft,0.7,0.37,0.0,0.1,1.17,Ubisoft,E,77.0,10.0,3.0,0.0,7.5,14.0,3.0,3.0,Salon
Army of Two,PS3,2008.0,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17,EA Montreal,M,74.0,20.0,23.0,0.0,6.6,27.0,52.0,11.0,Salon
Gun,PS2,2005.0,Shooter,Activision,0.98,0.04,0.0,0.16,1.17,Neversoft Entertainment,M,77.0,29.0,14.0,0.0,8.7,68.0,12.0,0.0,Salon
Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts,0.57,0.45,0.0,0.15,1.17,Krome Studios,E,70.0,6.0,8.0,0.0,8.5,31.0,13.0,1.0,Salon
Wario Land: Shake It!,Wii,2008.0,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17,Good-Feel,E,78.0,33.0,13.0,0.0,8.4,47.0,20.0,1.0,Salon
Sonic Rush Adventure,DS,2007.0,Platform,Sega,0.54,0.49,0.01,0.12,1.17,Dimps Corporation,E,78.0,24.0,7.0,1.0,8.1,79.0,28.0,4.0,Portable
Medal of Honor: Warfighter,X360,2012.0,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17,Danger Close,M,53.0,2.0,33.0,8.0,5.5,172.0,120.0,178.0,Salon
Ratchet & Clank (2016),PS4,2016.0,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17,Insomniac Games,E10+,85.0,98.0,3.0,0.0,8.3,2300.0,432.0,138.0,Salon
Mission: Impossible,N64,1997.0,Action,Ocean,0.74,0.38,0.02,0.03,1.17,Infogrames,T,61.0,0.0,8.0,3.0,6.6,13.0,30.0,4.0,Salon
Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,0.76,0.36,0.0,0.05,1.17,EA LA,T,65.0,8.0,13.0,2.0,5.0,1.0,8.0,2.0,Salon
Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.22,1.17,Sports Interactive,E,86.0,35.0,2.0,0.0,6.9,165.0,51.0,58.0,Salon
Mirror's Edge,X360,2008.0,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17,EA DICE,T,79.0,63.0,19.0,0.0,7.8,272.0,115.0,27.0,Salon
Destiny: The Taken King,XOne,2015.0,Shooter,Activision,0.82,0.23,0.0,0.11,1.17,Bungie,T,89.0,10.0,1.0,0.0,5.3,184.0,66.0,178.0,Salon
Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,Nintendo Software Technology,E,81.0,37.0,6.0,0.0,8.1,46.0,15.0,2.0,Portable
007: Quantum of Solace,PS3,2008.0,Action,Activision,0.43,0.52,0.02,0.2,1.16,Treyarch,T,65.0,9.0,30.0,3.0,6.8,12.0,22.0,6.0,Salon
Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16,Obsidian Entertainment,M,84.0,36.0,3.0,0.0,8.8,4900.0,473.0,216.0,Salon
Need for Speed: Most Wanted,PSV,2012.0,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16,Criterion Games,E10+,79.0,18.0,3.0,0.0,7.6,165.0,48.0,31.0,Portable
Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,0.97,0.04,0.0,0.16,1.16,Rockstar San Diego,E10+,85.0,18.0,1.0,0.0,9.2,173.0,8.0,5.0,Salon
SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16,SCEE London Studio,T,82.0,46.0,2.0,0.0,5.5,5.0,2.0,4.0,Salon
Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16,Light Weight,T,83.0,11.0,2.0,0.0,7.9,26.0,6.0,3.0,Salon
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.66,0.39,0.0,0.11,1.16,Traveller's Tales,E10+,66.0,2.0,6.0,0.0,6.1,1.0,6.0,1.0,Portable
NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,0.57,0.44,0.0,0.15,1.16,EA Sports,E,85.0,15.0,2.0,0.0,5.0,1.0,2.0,2.0,Salon
Jet Force Gemini,N64,1999.0,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16,Rare Ltd.,T,80.0,10.0,3.0,1.0,8.7,74.0,14.0,3.0,Salon
Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002.0,Role-Playing,Konami Digital Entertainment,0.84,0.27,0.0,0.05,1.16,Konami,E,60.0,4.0,4.0,2.0,7.1,7.0,13.0,2.0,Portable
Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16,EA Canada,T,69.0,5.0,13.0,2.0,6.8,17.0,10.0,7.0,Portable
Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,0.54,0.51,0.0,0.12,1.16,City Interactive,M,45.0,1.0,18.0,20.0,4.8,14.0,29.0,30.0,Salon
Rocksmith,PS3,2011.0,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16,Ubisoft,T,80.0,22.0,4.0,1.0,8.2,43.0,5.0,6.0,Salon
FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16,EA Sports,E,83.0,9.0,0.0,0.0,7.0,3.0,2.0,1.0,Portable
Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.54,0.0,0.1,1.16,PopCap,E10+,69.0,2.0,4.0,0.0,7.5,96.0,15.0,25.0,Salon
Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,0.0,1.14,0.0,0.01,1.15,Sports Interactive,E,83.0,26.0,3.0,0.0,6.4,4.0,2.0,2.0,Salon
Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,0.56,0.44,0.0,0.15,1.15,Midway,T,73.0,8.0,7.0,0.0,7.9,16.0,2.0,3.0,Salon
Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15,Team Ninja,M,88.0,45.0,1.0,0.0,7.5,121.0,38.0,26.0,Salon
Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,0.56,0.44,0.0,0.15,1.15,Blitz Games,M,43.0,0.0,1.0,4.0,2.3,1.0,1.0,9.0,Salon
Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.69,0.35,0.01,0.11,1.15,Sonic Team,E10+,54.0,3.0,34.0,14.0,7.4,154.0,72.0,32.0,Salon
Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,0.0,1.12,0.0,0.03,1.15,Infinity Ward,M,92.0,40.0,0.0,0.0,8.5,2800.0,389.0,159.0,Salon
Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15,Insomniac Games,E10+,70.0,24.0,40.0,1.0,6.6,102.0,111.0,40.0,Salon
Donkey Konga,GC,2003.0,Misc,Nintendo,0.5,0.16,0.46,0.03,1.15,Namco,E,76.0,35.0,20.0,0.0,7.5,15.0,11.0,2.0,Salon
Fight Night Champion,PS3,2011.0,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15,EA Canada,M,84.0,46.0,6.0,0.0,7.3,85.0,22.0,16.0,Salon
Tak and the Power of Juju,PS2,2003.0,Platform,THQ,0.56,0.44,0.0,0.15,1.15,Avalanche Software,E,68.0,10.0,17.0,1.0,7.8,8.0,3.0,2.0,Salon
Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,0.47,0.26,0.35,0.07,1.14,Ambrella,E10+,56.0,1.0,26.0,9.0,6.7,34.0,35.0,13.0,Portable
Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,0.44,0.34,0.25,0.11,1.14,K2 LLC,M,79.0,24.0,9.0,0.0,8.4,53.0,6.0,4.0,Salon
Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,0.78,0.03,0.2,0.13,1.14,Bluepoint Games,T,91.0,76.0,1.0,0.0,9.2,1200.0,54.0,51.0,Salon
Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14,SquareSoft,E,81.0,10.0,2.0,0.0,8.3,32.0,3.0,3.0,Salon
Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,Clap Hanz,E,81.0,62.0,4.0,0.0,7.4,16.0,1.0,4.0,Salon
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,0.95,0.04,0.0,0.16,1.14,Konami Computer Entertainment Hawaii,E10+,76.0,20.0,7.0,0.0,6.8,5.0,2.0,2.0,Salon
Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,0.31,0.59,0.02,0.22,1.14,EA DICE,T,79.0,49.0,16.0,1.0,7.7,189.0,116.0,20.0,Salon
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14,Ubisoft Montpellier,E10+,78.0,38.0,12.0,0.0,8.4,55.0,17.0,1.0,Salon
Resident Evil - Code: Veronica,DC,2000.0,Action,Eidos Interactive,0.41,0.23,0.47,0.03,1.14,NexTech,M,94.0,18.0,0.0,0.0,8.5,165.0,23.0,14.0,Salon
The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,0.71,0.38,0.0,0.05,1.14,EA Games,T,84.0,29.0,2.0,0.0,7.5,19.0,2.0,4.0,Salon
Guitar Hero 5,X360,2009.0,Misc,Activision,0.65,0.37,0.0,0.11,1.14,Neversoft Entertainment,T,85.0,63.0,6.0,0.0,6.7,14.0,25.0,5.0,Salon
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,0.12,0.1,0.88,0.03,1.14,Capcom,T,73.0,6.0,9.0,0.0,7.8,15.0,1.0,2.0,Salon
MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.01,0.1,0.0,0.03,1.13,Day 1 Studios,T,87.0,28.0,4.0,0.0,7.9,16.0,11.0,1.0,Salon
ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.41,0.06,0.16,1.13,United Front Games,E,82.0,71.0,14.0,0.0,8.0,124.0,36.0,12.0,Salon
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,0.61,0.43,0.0,0.09,1.13,Traveller's Tales,E10+,67.0,6.0,19.0,0.0,6.3,12.0,17.0,8.0,Portable
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,0.33,0.37,0.37,0.06,1.13,Brownie Brown,E10+,73.0,33.0,17.0,1.0,8.4,231.0,39.0,20.0,Portable
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,0.99,0.12,0.0,0.02,1.13,Ubisoft Montreal,M,84.0,52.0,3.0,0.0,6.3,2.0,1.0,1.0,Salon
WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.38,0.56,0.0,0.19,1.13,Yuke's,T,62.0,9.0,31.0,4.0,5.3,62.0,61.0,77.0,Salon
